Timestamp,Speed,value,value_heartbeat,value_distancecycling,value_distancewalkrun,value_steps
2024-02-05 14:54:00+00:00,1.8799441818181815,0.4968,125.0,,0.004829862,
2024-02-05 14:54:10+00:00,1.896710111111111,0.5873333333333334,124.33333333333333,,0.005147173333333334,
2024-02-05 14:54:20+00:00,1.5578671818181817,0.2532,123.0,,0.0037485879999999997,
2024-02-05 14:54:30+00:00,1.6401475555555558,0.32266666666666666,123.5,,0.0048199666666666665,884.0
2024-02-05 14:54:40+00:00,1.7125003636363634,0.339,123.66666666666667,,0.0043158375,
2024-02-05 14:54:50+00:00,1.6344782222222223,0.39675000000000005,124.0,,0.0041856425,
2024-02-05 14:55:00+00:00,1.3246586363636363,0.377,124.66666666666667,,0.002987905,
2024-02-05 14:55:10+00:00,1.4593644444444445,0.3105,124.0,,0.0041142,
2024-02-05 14:55:20+00:00,1.6828412727272728,0.351,119.33333333333333,,0.0044371025,
2024-02-05 14:55:30+00:00,1.6546275555555556,0.35324999999999995,126.0,,0.00401994,
2024-02-05 14:55:40+00:00,1.7732797272727274,0.3535,123.0,,0.00461027,
2024-02-05 14:55:50+00:00,1.759145,0.354,125.5,,0.0041383424999999995,
2024-02-05 14:56:00+00:00,1.6565489090909091,0.355,124.0,,0.00393409,
2024-02-05 14:56:10+00:00,1.4228197777777778,0.3539999999999999,127.0,,0.0039138133333333335,
2024-02-05 14:56:20+00:00,1.5061193636363637,0.354,125.5,,0.0033960839999999997,
2024-02-05 14:56:30+00:00,1.1681243333333333,0.353,126.33333333333333,,0.00318778,
2024-02-05 14:56:40+00:00,1.5024452727272728,0.34859999999999997,125.0,,0.0035872959999999994,
2024-02-05 14:56:50+00:00,0.30927622222222223,0.23099999999999998,126.0,,0.00030253,
2024-02-05 14:57:00+00:00,0.27881866666666666,0.12639999999999998,121.66666666666667,,0.00228371,
2024-02-05 14:57:10+00:00,0.21075677777777777,0.057,120.0,,,
2024-02-05 14:57:20+00:00,0.2015730909090909,0.056749999999999995,112.33333333333333,,,
2024-02-05 14:57:30+00:00,0.37133666666666665,0.057,110.0,,0.00394021,
2024-02-05 14:57:40+00:00,0.24602672727272729,0.057,107.5,,,
2024-02-05 14:57:50+00:00,0.07180266666666667,0.0875,104.0,,0.002751995,
2024-02-05 14:58:00+00:00,0.05854581818181818,0.2575,99.33333333333333,,0.00275749,
2024-02-05 14:58:10+00:00,0.9907282222222222,0.27525,102.0,,0.002191676666666667,
2024-02-05 14:58:20+00:00,0.6972093999999999,0.25475,104.66666666666667,,0.002483275,
2024-02-05 14:58:30+00:00,0.3761584444444444,0.17,106.0,,,
2024-02-05 14:58:40+00:00,1.8274842500000001,0.2035,104.0,,0.0028886333333333334,
2024-02-05 14:58:50+00:00,1.9248756666666667,0.299,104.0,,0.00260474,
2024-02-05 14:59:00+00:00,0.7964003333333333,0.21480000000000002,106.5,,0.002417648,
2024-02-05 14:59:10+00:00,0.2611684444444444,0.18700000000000003,108.0,,0.00115794,
2024-02-05 14:59:20+00:00,0.9006439090909092,0.19340000000000002,104.0,,0.00301096,
2024-02-05 14:59:30+00:00,1.1545673333333335,0.19766666666666668,103.0,,0.00277935,
2024-02-05 14:59:40+00:00,0.0936218181818182,0.18699999999999997,100.66666666666667,,,
2024-02-05 14:59:50+00:00,0.26212955555555556,0.05675,99.0,,,
2024-02-05 15:00:00+00:00,0.37779127272727275,0.057,98.0,,,
2024-02-05 15:00:10+00:00,0.2745496666666667,0.057,101.33333333333333,,,
2024-02-05 15:00:20+00:00,1.0116838181818182,0.0825,97.5,,0.24733484333333333,982.0
2024-02-05 15:00:30+00:00,1.4587497777777778,0.20800000000000002,98.5,,0.00358873,
2024-02-05 15:00:40+00:00,1.2594471818181818,0.20975,106.0,,0.003919505,
2024-02-05 15:00:50+00:00,1.2720437777777778,0.213,110.66666666666667,,0.0028256915,
2024-02-05 15:01:00+00:00,1.4207707272727272,0.2165,114.0,,0.0035338025,
2024-02-05 15:01:10+00:00,1.3513293333333334,0.21833333333333335,115.5,,0.0039958166666666664,
2024-02-05 15:01:20+00:00,1.5797448181818181,0.25379999999999997,112.33333333333333,,0.004111788,
2024-02-05 15:01:30+00:00,1.328502,0.312,115.5,,0.0029629400000000003,
2024-02-05 15:01:40+00:00,1.426160181818182,0.3044,113.0,,0.003489336,
2024-02-05 15:01:50+00:00,1.1964941111111111,0.29566666666666663,114.0,,0.0033177,
2024-02-05 15:02:00+00:00,1.3024884545454545,0.29419999999999996,113.0,,0.003513448,
2024-02-05 15:02:10+00:00,1.4912663333333331,0.293,113.0,,0.0034540433333333335,
2024-02-05 15:02:20+00:00,1.4781397272727275,0.29225,113.0,,0.0036990825,
2024-02-05 15:02:30+00:00,1.601972,0.292,114.5,,0.0041216774999999995,
2024-02-05 15:02:40+00:00,1.523054181818182,0.293,114.0,,0.003942775,
2024-02-05 15:02:50+00:00,1.426353,0.24899999999999997,115.0,,0.00350237,
2024-02-05 15:03:00+00:00,1.4060285454545456,0.20524999999999996,105.0,,0.0037796675,
2024-02-05 15:03:10+00:00,1.5004099999999998,0.25049999999999994,113.33333333333333,,0.0037288574999999997,
2024-02-05 15:03:20+00:00,1.4846448181818181,0.27349999999999997,117.0,,0.0038287575,
2024-02-05 15:03:30+00:00,1.5926326666666666,0.297,117.0,,0.003934855,
2024-02-05 15:03:40+00:00,1.570274,0.20825000000000002,120.5,,0.0039023275,
2024-02-05 15:03:50+00:00,1.4177861111111112,0.209,120.0,,0.00362183,
2024-02-05 15:04:00+00:00,1.6324302727272726,0.3006,122.0,,0.004357758000000001,
2024-02-05 15:04:10+00:00,1.538934333333333,0.30233333333333334,120.0,,0.0037081033333333335,
2024-02-05 15:04:20+00:00,1.5427784545454546,0.304,119.5,,0.003837898,
2024-02-05 15:04:30+00:00,1.4535195555555556,0.30533333333333335,115.0,,0.0037528033333333335,590.0
2024-02-05 15:04:40+00:00,1.5616463636363638,0.3066,117.0,,0.004040628,
2024-02-05 15:04:50+00:00,1.4908472222222224,0.3083333333333333,120.0,,0.003627266666666667,
2024-02-05 15:05:00+00:00,1.6358126363636365,0.31024999999999997,120.5,,0.004286045,
2024-02-05 15:05:10+00:00,1.523069,0.313,120.5,,0.0037593325,
2024-02-05 15:05:20+00:00,1.386205727272727,0.3155,124.0,,0.00354631,
2024-02-05 15:05:30+00:00,1.4150185555555557,0.31725,123.5,,0.0033813375,
2024-02-05 15:05:40+00:00,1.5954816363636366,0.318,118.5,,0.0043929074999999995,
2024-02-05 15:05:50+00:00,1.667815,0.3195,117.0,,0.0037982025000000003,
2024-02-05 15:06:00+00:00,1.1842406363636364,0.32075,118.0,,0.0035834325,
2024-02-05 15:06:10+00:00,1.9790662857142856,0.28650000000000003,119.0,,0.0053309325,
2024-02-05 15:06:20+00:00,1.9078165454545453,0.252,122.33333333333333,,0.0040513425,
2024-02-05 15:06:30+00:00,1.6305795555555553,0.31133333333333335,124.0,,0.003971243333333333,
2024-02-05 15:06:40+00:00,1.590086818181818,0.3008,125.0,,0.0040950299999999995,
2024-02-05 15:06:50+00:00,1.6966489999999999,0.27699999999999997,122.0,,0.004260076666666667,
2024-02-05 15:07:00+00:00,1.6932204545454546,0.34519999999999995,123.5,,0.004408988,
2024-02-05 15:07:10+00:00,1.7615781111111113,0.3433333333333333,125.0,,0.00426069,
2024-02-05 15:07:20+00:00,1.5552133636363632,0.3422,123.0,,0.003720564,
2024-02-05 15:07:30+00:00,1.3772863333333334,0.288,121.0,,0.004270056666666667,
2024-02-05 15:07:40+00:00,1.8434908181818181,0.38075,122.0,,0.0043406925,
2024-02-05 15:07:50+00:00,1.7603052222222224,0.35275000000000006,122.0,,0.00465604,
2024-02-05 15:08:00+00:00,1.2899758181818182,0.2975,125.0,,0.00313351,
2024-02-05 15:08:10+00:00,1.193906,0.322,123.5,,0.002656122,
2024-02-05 15:08:20+00:00,0.25185236363636365,0.3645,126.5,,0.0018165745,
2024-02-05 15:08:30+00:00,0.09994077777777778,0.35724999999999996,129.0,,0.00617348,
2024-02-05 15:08:40+00:00,0.9557737272727272,0.28275,126.33333333333333,,,
2024-02-05 15:08:50+00:00,0.965917,0.057,122.0,,,
2024-02-05 15:09:00+00:00,0.8629476,0.05700000000000001,120.5,,0.00572537,
2024-02-05 15:09:10+00:00,0.05663322222222223,0.057,114.0,,0.0019191800000000001,
2024-02-05 15:09:20+00:00,0.04026836363636364,0.057,114.5,,0.003018475,
2024-02-05 15:09:30+00:00,0.010646666666666667,0.1696666666666667,117.0,,0.00331911,
2024-02-05 15:09:40+00:00,0.002947,0.19640000000000002,116.5,,0.003889945,
2024-02-05 15:49:40+00:00,1.5370781111111111,0.32225000000000004,139.5,,0.0040713450000000005,
2024-02-05 15:49:50+00:00,1.6701263333333332,0.32325000000000004,138.5,,0.00447812,
2024-02-05 15:50:00+00:00,1.6563891818181817,0.32475,135.5,,0.0040337725,
2024-02-05 15:50:10+00:00,1.152521111111111,0.32625000000000004,137.0,,0.00322479625,
2024-02-05 15:50:20+00:00,1.2229294545454545,0.2895,136.66666666666666,,0.003513796666666667,
2024-02-05 15:50:30+00:00,0.16828066666666666,0.44,136.5,,,
2024-02-05 15:50:40+00:00,0.06479654545454545,0.0565,135.0,,,
2024-02-05 15:50:50+00:00,0.13426022222222223,0.057,129.0,,,
2024-02-05 15:51:00+00:00,0.17102518181818183,0.057,125.5,,,
2024-02-05 15:51:10+00:00,0.15296422222222222,0.057,118.0,,,
2024-02-05 15:51:20+00:00,0.4303328181818182,0.0858,121.0,,0.003251195,
2024-02-05 15:51:30+00:00,0.36126044444444444,0.3433333333333333,114.0,,0.00489767,
2024-02-05 15:51:40+00:00,0.4404671818181818,0.057,119.0,,,
2024-02-05 15:51:50+00:00,0.06831855555555555,0.057,119.5,,0.00297843,
2024-02-05 15:52:00+00:00,0.7236135,0.12825,121.0,,0.0038425266666666665,
2024-02-05 15:52:20+00:00,0.6080105,0.18400000000000002,121.0,,0.002476705,
2024-02-05 15:52:30+00:00,0.23303011111111113,0.189,114.0,,0.00208451,
2024-02-05 15:52:40+00:00,0.060638363636363636,0.22375,113.0,,,
2024-02-05 15:52:50+00:00,0.097352,,115.0,,,
2024-02-10 08:49:20+00:00,1.288476,0.2564,108.0,,0.0039500279999999995,
2024-02-10 08:49:30+00:00,1.4393973333333332,0.25966666666666666,109.0,,0.0037917766666666665,
2024-02-10 08:49:40+00:00,1.4230598181818181,0.2624,108.0,,0.003505354,
2024-02-10 08:49:50+00:00,1.5042571111111112,0.265,109.0,,0.004057193333333333,
2024-02-10 08:50:00+00:00,1.4786674545454546,0.26725,109.0,,0.0036626375000000004,
2024-02-10 08:50:10+00:00,1.559636888888889,0.27,106.0,,0.004013885,
2024-02-10 08:50:20+00:00,1.6334026363636363,0.27275000000000005,105.5,,0.0041039075,
2024-02-10 08:50:30+00:00,1.5366617777777778,0.2755,110.5,,0.00374339,
2024-02-10 08:50:40+00:00,1.5629396363636365,0.2785,109.5,,0.00400577,
2024-02-10 08:50:50+00:00,1.5915503333333332,0.28275,110.0,,0.0043563825,
2024-02-10 08:51:00+00:00,1.5114452727272727,0.28725,109.33333333333333,,0.0036408125,
2024-02-10 08:51:10+00:00,0.9307443750000001,0.29025,112.0,,0.0029073007500000003,
2024-02-10 08:51:20+00:00,1.7175155454545454,0.29274999999999995,112.5,,0.0042051350000000005,
2024-02-10 08:51:30+00:00,1.4691567777777779,0.2953333333333333,111.0,,0.0040386300000000005,
2024-02-10 08:51:40+00:00,1.8583609090909092,0.2982,116.5,,0.004508798,
2024-02-10 08:51:50+00:00,1.5791346666666668,0.30800000000000005,114.5,,0.004168636666666666,
2024-02-10 08:52:00+00:00,1.3730541818181816,0.322,109.0,,0.0036342059999999996,
2024-02-10 08:52:10+00:00,1.1457278888888889,0.329,111.0,,0.002923915,
2024-02-10 08:52:20+00:00,0.6746079090909091,0.3148,107.5,,0.00325433,
2024-02-10 08:52:30+00:00,1.7413217777777776,0.31166666666666665,107.0,,0.005314719999999999,
2024-02-10 08:52:40+00:00,1.5586411818181818,0.3235,109.0,,0.003789095,
2024-02-10 08:52:50+00:00,1.632487888888889,0.3175,107.5,,0.0043727825,
2024-02-10 08:53:00+00:00,1.3482658181818181,0.316,107.5,,0.003240995,
2024-02-10 08:53:10+00:00,1.3826268888888888,0.325,109.0,,0.003838845,
2024-02-10 08:53:20+00:00,1.496329090909091,0.31675,110.0,,0.0035728675,
2024-02-10 08:53:30+00:00,1.7698394444444443,0.314,111.0,,0.00490338,
2024-02-10 08:53:40+00:00,1.768766,0.315,114.33333333333333,,0.004276745,
2024-02-10 08:53:50+00:00,1.5801724444444443,0.316,114.0,,0.0038824274999999997,
2024-02-10 08:54:00+00:00,1.5897156363636362,0.317,110.0,,0.004298077500000001,
2024-02-10 08:54:10+00:00,1.528627111111111,0.32400000000000007,112.0,,0.0036083233333333332,
2024-02-10 08:54:20+00:00,1.6755608181818182,0.333,115.0,,0.004614536000000001,
2024-02-10 08:54:30+00:00,1.5855525555555559,0.3356666666666667,113.0,,0.003838616666666667,
2024-02-10 08:54:40+00:00,1.5063966363636363,0.3344,111.5,,0.0037801260000000004,
2024-02-10 08:54:50+00:00,1.3834114444444443,0.334,112.0,,0.0036027033333333332,
2024-02-10 08:55:00+00:00,1.2559332727272727,0.332,112.0,,0.0030734259999999998,
2024-02-10 08:55:10+00:00,0.8163451111111111,0.327,109.5,,0.0019264299999999998,
2024-02-10 08:55:20+00:00,0.9611581818181818,0.31875000000000003,110.0,,0.0026408474999999997,
2024-02-10 08:55:30+00:00,1.0048457777777777,0.314,110.5,,0.0023665302500000002,
2024-02-10 08:55:40+00:00,0.42944242857142856,0.3085,110.0,,0.0037669075,
2024-02-10 08:56:30+00:00,0.977867,0.29125,109.5,,0.0034779299999999997,
2024-02-10 08:56:40+00:00,1.0169885,0.2855,108.5,,0.00366098,
2024-02-10 08:56:50+00:00,0.386752,0.2826666666666667,107.0,,0.00292878,
2024-02-10 08:57:00+00:00,1.36090625,0.23900000000000002,101.66666666666667,,,
2024-02-10 08:57:10+00:00,0.49447344444444447,0.057,99.0,,,
2024-02-10 08:57:20+00:00,0.05033118181818182,0.057,99.5,,,
2024-02-10 08:57:30+00:00,0.11963466666666667,0.057,99.0,,,
2024-02-10 08:57:40+00:00,0.14704536363636364,0.057,93.5,,,
2024-02-10 08:57:50+00:00,0.015722666666666666,0.057,93.0,,,
2024-02-10 08:58:00+00:00,0.008199272727272727,0.057,92.0,,,
2024-02-10 08:58:10+00:00,0.18572166666666667,0.057,95.0,,,
2024-02-10 08:58:20+00:00,0.4142846363636364,0.057,102.5,,0.0040139,199.0
2024-02-10 08:58:30+00:00,0.37241029999999997,0.05700000000000001,96.0,,0.06018187,177.0
2024-02-10 08:58:40+00:00,0.358146,0.18800000000000003,96.66666666666667,,0.00256268925,
2024-02-10 08:59:10+00:00,0.7266726666666666,0.24425,104.0,,0.001497679,
2024-02-10 08:59:20+00:00,0.2920484,0.138,101.5,,,
2024-02-10 08:59:30+00:00,0.5707538888888889,0.12033333333333332,97.0,,0.0028044899999999998,
2024-02-10 08:59:40+00:00,0.3700045,0.23399999999999999,100.5,,0.002637454,
2024-02-10 09:00:00+00:00,0.726169,0.225,94.5,,0.00272464,
2024-02-10 09:00:10+00:00,1.2361064444444443,0.22266666666666668,95.0,,0.0037463849999999996,
2024-02-10 09:00:20+00:00,0.4816826363636364,0.224,101.5,,0.002700285,
2024-02-10 09:00:30+00:00,0.8841432222222223,0.53825,106.0,,0.0031219243333333335,
2024-02-10 09:00:40+00:00,0.5467276666666666,0.64375,124.0,,0.0032095675,
2024-02-10 09:00:50+00:00,0.6723294444444444,0.564,128.0,,0.002488643333333333,
2024-02-10 09:01:00+00:00,0.4072292727272728,0.19799999999999998,135.5,,0.00125142,
2024-02-10 09:01:10+00:00,0.3097678888888889,0.09100000000000001,134.5,,,
2024-02-10 09:01:20+00:00,0.1956149090909091,0.05625,128.5,,,
2024-02-10 09:01:30+00:00,0.1881591111111111,0.05650000000000001,114.5,,,
2024-02-10 09:01:40+00:00,0.135695,0.057,102.5,,,
2024-02-10 09:01:50+00:00,0.29522655555555555,0.057,92.0,,,
2024-02-10 09:02:00+00:00,0.2900913636363636,0.057,87.33333333333333,,,
2024-02-10 09:02:10+00:00,0.07735277777777777,0.057,92.0,,,
2024-02-10 09:02:20+00:00,0.31116645454545455,0.057,87.0,,,
2024-02-10 09:02:30+00:00,0.4008327777777778,0.057,82.5,,,
2024-02-10 09:02:40+00:00,0.45640445454545453,0.057,87.0,,,
2024-02-10 09:02:50+00:00,0.23319488888888887,0.057,90.5,,,
2024-02-10 09:03:00+00:00,0.589693,0.057,92.0,,0.004795155,
2024-02-10 09:03:10+00:00,0.21839822222222222,0.057,86.0,,,
2024-02-10 09:03:20+00:00,0.3605788181818182,0.057,86.66666666666667,,,
2024-02-10 09:03:30+00:00,0.4417433333333334,0.057,85.0,,,
2024-02-10 09:03:40+00:00,0.1974866363636364,0.057,85.0,,,
2024-02-10 09:03:50+00:00,0.5320038888888888,0.057,85.5,,,
2024-02-10 09:04:00+00:00,0.7484447272727273,0.057,93.0,,,
2024-02-10 09:04:10+00:00,0.28323766666666667,0.057,94.5,,,
2024-02-10 09:04:20+00:00,0.3299018181818182,0.057,89.0,,,
2024-02-10 09:04:30+00:00,0.24590022222222221,0.057,85.5,,,
2024-02-10 09:04:40+00:00,0.1747912727272727,0.057,87.0,,,
2024-02-10 09:04:50+00:00,0.24815777777777778,0.057,91.0,,,
2024-02-10 09:05:00+00:00,0.08850409090909091,0.057,89.0,,,
2024-02-10 09:05:10+00:00,0.06461233333333334,0.057,85.5,,,
2024-02-10 09:05:20+00:00,0.15797354545454545,0.057,88.5,,,
2024-02-10 09:05:30+00:00,0.21762366666666666,0.057,85.0,,,
2024-02-10 09:05:40+00:00,0.15581409090909093,0.057,88.33333333333333,,,
2024-02-10 09:05:50+00:00,0.2947868888888889,0.057,90.0,,,
2024-02-10 09:06:00+00:00,0.204485,0.057,82.0,,,
2024-02-10 09:06:10+00:00,0.13117077777777778,0.057,86.5,,,
2024-02-10 09:06:20+00:00,0.3123294545454545,0.057,86.5,,,
2024-02-10 09:06:30+00:00,0.2690364444444444,0.057,82.0,,,
2024-02-10 09:06:40+00:00,0.16413736363636364,0.057,85.0,,,
2024-02-10 09:06:50+00:00,0.28702044444444447,0.057,88.0,,,
2024-02-10 09:07:00+00:00,0.09300927272727272,0.057,87.66666666666667,,,
2024-02-10 09:07:10+00:00,0.10034155555555556,0.057,85.0,,,
2024-02-10 09:07:20+00:00,0.127119,0.057,85.66666666666667,,,
2024-02-10 09:07:30+00:00,0.2269322222222222,0.057,84.0,,,
2024-02-10 09:07:40+00:00,0.12949472727272726,0.057,89.5,,,
2024-02-10 09:07:50+00:00,0.10035944444444445,0.057,86.0,,,
2024-02-10 09:08:00+00:00,0.0522855,0.057,80.5,,,
2024-02-10 09:08:10+00:00,0.185742,0.057,78.5,,,
2024-02-10 09:08:20+00:00,0.16576836363636363,0.057,86.5,,,
2024-02-10 09:08:30+00:00,0.26482700000000003,0.057,88.0,,,
2024-02-10 09:08:40+00:00,0.3810173636363636,0.057,84.5,,,
2024-02-10 09:08:50+00:00,0.6384535,0.05700000000000001,84.0,,,
2024-02-10 09:09:00+00:00,0.7607569090909091,0.057,85.5,,0.02915574233333333,108.0
2024-02-10 09:09:10+00:00,0.1618357777777778,0.057,94.0,,,
2024-02-10 09:09:20+00:00,0.3968154545454545,0.057,94.5,,,
2024-02-10 09:09:30+00:00,0.058438555555555556,0.057,91.0,,,
2024-02-10 09:09:40+00:00,0.22963690909090909,0.057,83.33333333333333,,,
2024-02-10 09:09:50+00:00,0.4358087777777778,0.057,91.0,,,
2024-02-10 09:10:00+00:00,1.0329343636363637,0.1476,92.5,,0.0033352179999999996,71.0
2024-02-10 09:10:10+00:00,1.6704043333333334,0.12566666666666665,99.0,,0.00208451,
2024-02-10 09:10:20+00:00,1.1374705454545455,0.1206,96.0,,,
2024-02-10 09:10:30+00:00,6.241726555555555,0.057,95.0,,,
2024-02-10 09:10:40+00:00,12.458268818181818,0.057,96.5,,0.0032165,
2024-02-10 09:10:50+00:00,18.82800211111111,0.057,100.0,,,
2024-02-10 09:11:00+00:00,20.757082818181818,0.057,109.66666666666667,,0.00208451,
2024-02-10 09:11:10+00:00,22.19347788888889,0.1205,109.5,,0.0023343099999999996,
2024-02-10 09:11:20+00:00,24.798616181818183,0.057,105.0,,0.00143134,
2024-02-10 09:11:30+00:00,27.792879,0.083,100.0,,0.00173709,
2024-02-10 09:11:40+00:00,29.269927272727273,0.083,105.33333333333333,,0.00448166,
2024-02-10 09:11:50+00:00,29.819591555555558,0.057,104.5,,0.00250887,
2024-02-10 09:12:00+00:00,31.46902590909091,0.057,103.5,,0.0020845135,
2024-02-10 09:12:10+00:00,32.88724422222222,0.057,102.0,,,
2024-02-10 09:12:20+00:00,31.979718454545452,0.057,92.66666666666667,,,
2024-02-10 09:12:30+00:00,32.353692,0.057,87.5,,,
2024-02-10 09:12:40+00:00,32.287763090909095,0.057,84.0,,,
2024-02-10 09:12:50+00:00,32.62992022222222,0.057,87.5,,,
2024-02-10 09:13:00+00:00,31.180890272727275,0.057,83.5,,,
2024-02-10 09:13:10+00:00,29.320552666666668,0.057,81.5,,,
2024-02-10 09:13:20+00:00,28.537887363636365,0.057,75.0,,,
2024-02-10 09:13:30+00:00,27.78067133333333,0.057,77.0,,,
2024-02-10 09:13:40+00:00,23.610032,0.057,79.0,,,
2024-02-10 09:13:50+00:00,19.593097,0.057,80.0,,,
2024-02-10 09:14:00+00:00,16.06673990909091,0.057,82.33333333333333,,,
2024-02-10 09:14:10+00:00,13.837021555555557,0.057,79.0,,,
2024-02-10 09:14:20+00:00,12.379147363636365,0.057,79.0,,,
2024-02-10 09:14:30+00:00,11.354224888888888,0.057,81.5,,,
2024-02-10 09:14:40+00:00,8.497313,0.057,85.5,,,
2024-02-10 09:14:50+00:00,1.2715451999999998,0.057,85.0,,,
2024-02-10 09:15:00+00:00,0.9182558000000002,0.057,83.0,,,
2024-02-10 09:15:10+00:00,0.6604708888888888,0.057,79.5,,,
2024-02-10 09:15:20+00:00,0.9854643636363636,0.057,85.0,,,
2024-02-10 09:15:30+00:00,0.8811984444444444,0.057,83.0,,,
2024-02-10 09:15:40+00:00,0.3130260909090909,0.057,84.0,,,
2024-02-10 09:15:50+00:00,0.085367,0.057,78.5,,,
2024-02-10 09:16:00+00:00,0.036162,0.057,76.5,,,
2024-02-10 09:16:10+00:00,0.03603733333333333,0.057,75.0,,,
2024-02-10 09:16:20+00:00,0.055640199999999994,0.05700000000000001,77.5,,,
2024-02-10 09:16:30+00:00,0.03414711111111111,0.057,80.0,,,
2024-02-10 09:16:40+00:00,0.014069444444444445,0.057,86.33333333333333,,,
2024-02-10 09:16:50+00:00,0.004028111111111111,0.057,86.5,,,
2024-02-10 09:17:00+00:00,0.002177,0.057,80.0,,,
2024-02-10 09:17:10+00:00,0.0008896666666666666,0.057,78.0,,,
2024-02-10 09:17:40+00:00,0.18493250000000003,0.057000000000000016,84.66666666666667,,,
2024-02-10 09:17:50+00:00,2.725236,0.057,78.5,,,
2024-02-10 09:18:10+00:00,0.5627365000000001,0.057,85.5,,,
2024-02-10 09:18:20+00:00,8.472475833333334,0.057,88.0,,,
2024-02-10 09:18:30+00:00,23.8981595,0.057,85.0,,,
2024-02-10 09:18:40+00:00,21.93159163636364,0.057,80.0,,,
2024-02-10 09:18:50+00:00,23.07733233333333,0.057,78.0,,,
2024-02-10 09:19:00+00:00,26.360405636363637,0.057,76.5,,,
2024-02-10 09:19:10+00:00,27.505764555555558,0.057,79.0,,,
2024-02-10 09:19:20+00:00,28.110224818181816,0.057,83.33333333333333,,,
2024-02-10 09:19:30+00:00,32.55390522222222,0.057,79.5,,,
2024-02-10 09:19:40+00:00,32.46524981818182,0.057,81.5,,,
2024-02-10 09:19:50+00:00,34.310424999999995,0.14200000000000002,82.0,,,
2024-02-10 09:20:00+00:00,34.98622066666667,,83.0,,,
2024-02-11 12:42:30+00:00,0.9947792222222221,0.2026666666666667,102.0,,0.0031166133333333334,
2024-02-11 12:42:40+00:00,1.1928777272727273,0.1875,100.66666666666667,,0.0025768875,
2024-02-11 12:42:50+00:00,1.2821497777777777,0.142,99.0,,0.003603195,
2024-02-11 12:43:00+00:00,1.0483954545454546,0.213,104.0,,0.0026820725000000004,
2024-02-11 12:43:10+00:00,1.128448,0.216,103.0,,0.0030310325,
2024-02-11 12:43:20+00:00,1.183936909090909,0.23224999999999998,106.0,,0.0027023425,
2024-02-11 12:43:30+00:00,1.246859,0.18000000000000002,107.5,,0.00312178,
2024-02-11 12:43:40+00:00,1.5812891818181818,0.161,107.5,,0.0043761425,
2024-02-11 12:43:50+00:00,1.2222271111111112,0.20000000000000004,104.33333333333333,,0.00312654,
2024-02-11 12:44:00+00:00,1.1010371818181819,0.163,104.0,,0.0026805575,
2024-02-11 12:44:10+00:00,0.9047451111111111,0.22075,112.0,,0.00214459,
2024-02-11 12:44:20+00:00,1.0001115454545455,0.23925,104.33333333333333,,0.00300724,
2024-02-11 12:44:30+00:00,1.16619,0.2383333333333333,105.0,,0.04987141,289.0
2024-02-11 12:44:40+00:00,1.1235285454545454,0.19240000000000002,103.0,,0.002783895,
2024-02-11 12:44:50+00:00,0.31463122222222223,0.23266666666666666,103.0,,,
2024-02-11 12:45:00+00:00,0.7268477272727273,0.17079999999999998,98.0,,0.004253403333333333,
2024-02-11 12:45:10+00:00,1.0496897777777778,0.256,100.0,,0.0024620033333333335,
2024-02-11 12:45:20+00:00,0.6537683636363636,0.24175000000000002,102.66666666666667,,0.001702721,
2024-02-11 12:45:30+00:00,0.8047255555555556,0.20350000000000001,101.0,,0.00216087525,
2024-02-11 12:45:40+00:00,1.2315126363636364,0.23075,103.0,,0.0031094825,
2024-02-11 12:45:50+00:00,1.1852987777777777,0.17225,103.0,,0.0031410925,
2024-02-11 12:46:00+00:00,0.9380890000000001,0.1525,106.0,,0.0021770625,
2024-02-11 12:46:10+00:00,1.392260111111111,0.20675000000000002,107.33333333333333,,0.0036628750000000003,
